STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Mars Hill                   ,800246772.0,Insured-Unsubsidized,Madison Health and Rehabilitation,8320000.0,10/1/2053 12:00:00 AM,Large
Yazoo City                  ,800246773.0,Insured-Unsubsidized,YAZOO CITY HOUSING AUTHORITY RAD PORTFOLI,10200000.0,3/1/2061 12:00:00 AM,
Temple Hills                ,800247159.0,Insured-Unsubsidized,Harbour Manor Apts.,15000000.0,1/1/2054 12:00:00 AM,
Charlotte                   ,800247103.0,Insured-Unsubsidized,Northlake Apartments,40037200.0,1/1/2061 12:00:00 AM,
Dallas                      ,800247578.0,Insured-Unsubsidized,Oasis - Brentwood Nursing and Rehab,19336200.0,6/1/2049 12:00:00 AM,
Mint Hill                   ,800246510.0,Insured-Unsubsidized,Trefzger II - Mint Hill Senior Living,8190400.0,,Large
Portsmouth                  ,800246511.0,Insured-Unsubsidized,CommuniCare - Bridgeport Healthcare Center,5680000.0,1/1/2054 12:00:00 AM,Large
Jackson                     ,800246514.0,Insured-Unsubsidized,Sagebrush Apartments,25704500.0,10/1/2061 12:00:00 AM,
Columbus                    ,800247472.0,Insured-Unsubsidized,THE BENCHMARK APARTMENTS,10240000.0,1/1/2054 12:00:00 AM,
Saint Paul                  ,800246109.0,Insured-Unsubsidized,ZVAGO COOPERATIVE ST ANTHONY PARK,11152100.0,7/1/2062 12:00:00 AM,
Claremont                   ,800247034.0,Insured-Unsubsidized,Goddard Block,1225000.0,6/1/2050 12:00:00 AM,
Greeley                     ,800247360.0,Insured-Unsubsidized,Village Cooperative of Greeley,10350000.0,5/1/2060 12:00:00 AM,
Austin                      ,800248695.0,Insured-Unsubsidized,27 Eleven Apartments,69598700.0,8/1/2063 12:00:00 AM,
Waterford                   ,800248196.0,Insured-Unsubsidized,New London Sub Acute & Nursing,8488700.0,5/1/2057 12:00:00 AM,Large
Lakewood                    ,800249613.0,Insured-Unsubsidized,Life Care Center Villa Manor Care Center,11035400.0,6/1/2050 12:00:00 AM,
Port Aransas                ,800250062.0,Insured-Unsubsidized,Palladium Port Aransas,16250000.0,9/1/2062 12:00:00 AM,
Midland                     ,800250063.0,Insured-Unsubsidized,Palladium West Francis,31300000.0,3/1/2063 12:00:00 AM,
San Antonio                 ,800250064.0,Insured-Unsubsidized,Village at Nogallitos,4042500.0,3/1/2062 12:00:00 AM,
Belton                      ,800249617.0,Insured-Unsubsidized,Colonial Crossing Phase II,17815400.0,1/1/2064 12:00:00 AM,
North Liberty               ,800251047.0,Insured-Unsubsidized,NORTH LIBERTY LIVING CENTER,2009500.0,6/1/2056 12:00:00 AM,
Sioux Falls                 ,800251049.0,Insured-Unsubsidized,Bancroft Place,3455000.0,6/1/2056 12:00:00 AM,
Denison                     ,800246526.0,Insured-Unsubsidized,Hyde Park Apartment Homes,14050200.0,7/1/2060 12:00:00 AM,
Moultrie                    ,800234759.0,Insured-Unsubsidized,Pruitthealth Heritage Healthcare at Sunrise,1736000.0,6/1/2042 12:00:00 AM,Low-Medium
Salt Lake City              ,800234727.0,Insured-Unsubsidized,Liberty Gateway Apartments,18597600.0,5/1/2054 12:00:00 AM,
Beaumont                    ,800234729.0,Insured-Unsubsidized,HSM7-Beaumont HCC ML,3145000.0,9/1/2037 12:00:00 AM,High-Medium
Springfield                 ,800236316.0,Insured-Unsubsidized,Trilogy8 Forest Glen,12222000.0,11/1/2047 12:00:00 AM,
Mishawaka                   ,800236274.0,Insured-Unsubsidized,VILLAGE APARTMENTS II,2490000.0,4/1/2047 12:00:00 AM,High-Medium
Wilmington                  ,800247133.0,Insured-Unsubsidized,Amberleigh Shores II,40549645.0,3/1/2061 12:00:00 AM,
Elko                        ,800247136.0,Insured-Unsubsidized,Copperwood Apartments,14088000.0,7/1/2057 12:00:00 AM,Large
Doraville                   ,800244926.0,Insured-Unsubsidized,Bluestone Village Apartments,5280000.0,11/1/2052 12:00:00 AM,Large
Pittsburgh                  ,800244929.0,Insured-Subsidized,Larimer/ East Liberty Phase II,10502000.0,6/1/2059 12:00:00 AM,
Benson                      ,800245025.0,Insured-Unsubsidized,BENSON GREEN APARTMENTS,5543500.0,1/1/2059 12:00:00 AM,Large
Cumberland                  ,800244660.0,Insured-Unsubsidized,Kensington - Countryhouse & Algonquin,5530000.0,1/1/2048 12:00:00 AM,Large
Greenville                  ,800245888.0,Insured-Unsubsidized,Trilogy - Village Green Healthcare Center,7360000.0,9/1/2053 12:00:00 AM,Large
Eagle River                 ,800247322.0,Insured-Unsubsidized,Milestone Senior Living - Eagle River,5688000.0,,Large
Hillsboro                   ,800247324.0,Insured-Unsubsidized,Milestone Senior Living - Hillsboro,4848000.0,5/1/2056 12:00:00 AM,High-Medium
Woodruff                    ,800247326.0,Insured-Unsubsidized,Milestone Senior Living - Woodruff,5664000.0,5/1/2056 12:00:00 AM,Large
Elkhart                     ,800244252.0,Insured-Unsubsidized,North River Landing Apartments,13320000.0,12/1/2056 12:00:00 AM,Large
St Charles                  ,800245957.0,Insured-Unsubsidized,ASHFORD AT ST CHARLES,25761400.0,7/1/2053 12:00:00 AM,
Orlando                     ,800245982.0,Insured-Unsubsidized,PAVILION AT LAKE EVE,38077800.0,12/1/2056 12:00:00 AM,
Burlington                  ,800245985.0,Insured-Unsubsidized,Laurentide Apartments fka 65 Cambrian Way,4100000.0,11/1/2059 12:00:00 AM,High-Medium
Weslaco                     ,800244914.0,Insured-Unsubsidized,Primrose Village Apartments,19750000.0,9/1/2061 12:00:00 AM,
Reynoldsburg                ,800244965.0,Insured-Unsubsidized,INDIAN CREEK,10400000.0,8/1/2050 12:00:00 AM,Large
Toledo                      ,800244966.0,Insured-Unsubsidized,VALLEY BRIDGE,2500000.0,12/1/2058 12:00:00 AM,High-Medium
Airmont                     ,800244319.0,Insured-Unsubsidized,Pondview and Catamount,4334700.0,7/1/2052 12:00:00 AM,High-Medium
Westford                    ,800244320.0,Insured-Unsubsidized,Stony Brook Ph 1 Refi,1722000.0,5/1/2057 12:00:00 AM,Low-Medium
Jefferson                   ,800245213.0,Insured-Unsubsidized,Foundations - Jefferson Healthcare Center,7000000.0,8/1/2055 12:00:00 AM,
Columbus                    ,800245214.0,Insured-Unsubsidized,Foundations - McNaughton Pointe,10960000.0,10/1/2044 12:00:00 AM,
Frederick                   ,800245245.0,Insured-Unsubsidized,Woman's Mill Village Center,28020600.0,9/1/2059 12:00:00 AM,
Tiverton                    ,800227336.0,Insured-Unsubsidized,BOURNE MILL,11250000.0,9/1/2050 12:00:00 AM,
Atlantic City               ,800227337.0,Insured-Subsidized,Atlantic Marina,14968439.0,2/1/2041 12:00:00 AM,
Boston                      ,800244367.0,Insured-Unsubsidized,Oak Terrace Apartments,12550000.0,5/1/2058 12:00:00 AM,
Evansville                  ,800227345.0,Insured-Unsubsidized,ASHLEY POINTE APARTMENTS,4723000.0,11/1/2044 12:00:00 AM,High-Medium
Sarasota                    ,800234574.0,Insured-Unsubsidized,Oppidan Adult Assisted Living Facility,2033200.0,5/1/2042 12:00:00 AM,Low-Medium
Peru                        ,800226259.0,Insured-Unsubsidized,Manor Court of Peru,19800000.0,8/1/2044 12:00:00 AM,
Medford                     ,800242219.0,Insured-Unsubsidized,Braemar Living at Medford,26320000.0,4/1/2051 12:00:00 AM,
Wilmington                  ,800242220.0,Insured-Unsubsidized,Regency Healthcare and Rehabilitation Center,7318500.0,2/1/2052 12:00:00 AM,Large
Newport Beach               ,800243866.0,Insured-Unsubsidized,The Cove,1575000.0,12/1/2059 12:00:00 AM,Low-Medium
Wooster                     ,800243868.0,Insured-Unsubsidized,MILLTOWN POINTE VILLAS II,4119500.0,8/1/2056 12:00:00 AM,High-Medium
Brunswick                   ,800243869.0,Insured-Unsubsidized,STONEY RUN APARTMENTS,8880000.0,4/1/2052 12:00:00 AM,Large
Clemmons                    ,800242792.0,Insured-Unsubsidized,Sehrgosha-Clemmons Village I & II,7251300.0,10/1/2052 12:00:00 AM,Large
Minneapolis                 ,800242793.0,Insured-Unsubsidized,HAWTHORNE ECOVILLAGE,2662000.0,1/1/2058 12:00:00 AM,High-Medium
Savannah                    ,800242171.0,Insured-Subsidized,River Pointe Apt 1 & 2 - (Blackshears/Wessels),5000000.0,10/1/2057 12:00:00 AM,High-Medium
El Paso                     ,800244663.0,Insured-Subsidized,CHELSEA PLAZA APARTMENTS (RAD),20330000.0,1/1/2060 12:00:00 AM,
Mansfield                   ,800240568.0,Insured-Unsubsidized,Station Pointe II,15520000.0,1/1/2056 12:00:00 AM,Large
Rhinelander                 ,800247325.0,Insured-Unsubsidized,Milestone Senior Living - Rhinelander,6712000.0,6/1/2057 12:00:00 AM,Large
Lexington                   ,800245891.0,Insured-Unsubsidized,Trilogy - The Willows at Hamburg,12160000.0,10/1/2053 12:00:00 AM,
Okemos                      ,800245892.0,Insured-Unsubsidized,Trilogy - The Willows at Okemos,7920000.0,9/1/2053 12:00:00 AM,Large
Great Barrington            ,800247336.0,Insured-Unsubsidized,Timberlyn Heights Nursing & Rehabilitation,7976000.0,3/1/2049 12:00:00 AM,Large
Warwick                     ,800244947.0,Insured-Unsubsidized,Liberty Green Senior Apartments Phase I,2568000.0,3/1/2040 12:00:00 AM,High-Medium
Cincinnati                  ,800245036.0,Insured-Unsubsidized,Lincoln Crawford Care Center,4224000.0,5/1/2053 12:00:00 AM,High-Medium
Myrtle Beach                ,800245061.0,Insured-Unsubsidized,The Lewis Grand Apartments,43932000.0,4/1/2060 12:00:00 AM,
Nashville                   ,800245963.0,Insured-Unsubsidized,12TH AND WEDGEWOOD,24153400.0,4/1/2060 12:00:00 AM,
West Bloomfield             ,800245969.0,Insured-Unsubsidized,TOWN COURT,42258300.0,1/1/2061 12:00:00 AM,
Gretna                      ,800246874.0,Insured-Unsubsidized,Villas at Emerald Park,3952500.0,9/1/2051 12:00:00 AM,High-Medium
Chester                     ,800245987.0,Insured-Unsubsidized,The Park at Village Green,7120000.0,3/1/2053 12:00:00 AM,Large
Stansbury Pk                ,800244938.0,Insured-Unsubsidized,Old Mill at Stansbury Townhomes (I and II),7320500.0,9/1/2052 12:00:00 AM,Large
South Burlington            ,800245363.0,Insured-Unsubsidized,Allard Square,1650000.0,12/1/2048 12:00:00 AM,Low-Medium
Slidell                     ,800244325.0,Insured-Unsubsidized,THE LOFTS AT CANTERBURY HOUSE,18903900.0,7/1/2059 12:00:00 AM,
Owings Mills                ,800244327.0,Insured-Unsubsidized,The View at Mill Run II,28574200.0,7/1/2060 12:00:00 AM,
Detroit                     ,800245261.0,Insured-Unsubsidized,ST. JAMES COOPERATIVE,1080200.0,1/1/2053 12:00:00 AM,Low-Medium
Woods Cross                 ,800245263.0,Insured-Unsubsidized,The Hills at Renaissance,17280000.0,4/1/2056 12:00:00 AM,
Elkhart                     ,800227368.0,Insured-Unsubsidized,NORTH LAKE APARTMENTS,9520000.0,6/1/2052 12:00:00 AM,Large
Portage                     ,800227371.0,Insured-Unsubsidized,PORT CROSSING III,8480000.0,2/1/2045 12:00:00 AM,Large
Los Angeles                 ,800227347.0,Insured-Unsubsidized,Lighthouse Healthcare Center,11032000.0,8/1/2042 12:00:00 AM,Large
Waynesville                 ,800225582.0,Insured-Unsubsidized,Vantage Pointe Homes at Balsam Mountain,17680000.0,4/1/2055 12:00:00 AM,
Urbana                      ,800227394.0,Insured-Unsubsidized,PRAIRIE GREEN II,1402500.0,3/1/2045 12:00:00 AM,Low-Medium
Grand Haven                 ,800227397.0,Insured-Subsidized,PINEWOOD PLACE/PINEWOOD APARTMENTS,2694303.0,7/1/2045 12:00:00 AM,High-Medium
Lubbock                     ,800226260.0,Insured-Unsubsidized,WINDSOR CREEK APTS (223a7 Only),18353600.0,6/1/2053 12:00:00 AM,
Omaha                       ,800234587.0,Insured-Unsubsidized,Heritage Pointe,11914100.0,4/1/2056 12:00:00 AM,
Sheboygan                   ,800244562.0,Insured-Unsubsidized,Ensign WI - The Shores at Sheboygan,12576000.0,12/1/2052 12:00:00 AM,
Stevens Point               ,800244563.0,Insured-Unsubsidized,Ensign WI - Willow Brooke,4648000.0,1/1/2053 12:00:00 AM,High-Medium
Lake Charles                ,800243861.0,Insured-Unsubsidized,ERDACE APARTMENTS,35712000.0,7/1/2059 12:00:00 AM,
Natchez                     ,800242271.0,Insured-Unsubsidized,Formation - Glenburney Nursing Home,4366300.0,9/1/2051 12:00:00 AM,High-Medium
Boise                       ,800242276.0,Insured-Unsubsidized,The Gibson Apartments,14901100.0,8/1/2061 12:00:00 AM,
Dayton                      ,800242791.0,Insured-Unsubsidized,Caring Place - Oak Creek Terrace,4129855.0,9/1/2046 12:00:00 AM,
Fayetteville                ,800245023.0,Insured-Unsubsidized,WEST FAYETTEVILLE PLACE APARTMENTS,2250000.0,2/1/2059 12:00:00 AM,High-Medium
Graham                      ,800245024.0,Insured-Unsubsidized,GRAHAM MANOR APARTMENTS,2531300.0,3/1/2059 12:00:00 AM,High-Medium
Montgomery                  ,800240569.0,Insured-Subsidized,Rivermont Presbyterian,5500000.0,8/1/2049 12:00:00 AM,Large
Brighton                    ,800245488.0,Insured-Unsubsidized,Windmill Ranch Apartments,9400000.0,9/1/2057 12:00:00 AM,Large
Indianola                   ,800245132.0,Insured-Unsubsidized,LINCOLN RIDGE,9000000.0,10/1/2052 12:00:00 AM,Large
Newburgh                    ,800247335.0,Insured-Unsubsidized,Heritage Woods of Newburgh,17907000.0,10/1/2060 12:00:00 AM,
Newport                     ,800244950.0,Insured-Unsubsidized,Summercrest Assisted Living,7484600.0,10/1/2052 12:00:00 AM,
La Mesa                     ,800244951.0,Insured-Unsubsidized,Parkway Hills Nursing & Rehabiliation,4686000.0,4/1/2048 12:00:00 AM,High-Medium
Wilmington                  ,800245041.0,Insured-Unsubsidized,Wilmington Nursing & Rehab Center,4762000.0,7/1/2040 12:00:00 AM,High-Medium
Cuyahoga Falls              ,800245085.0,Insured-Unsubsidized,REDWOOD CUYAHOGA FALLS,6175200.0,7/1/2056 12:00:00 AM,Large
Lompoc                      ,800246894.0,Insured-Unsubsidized,Kailani Village,29121800.0,12/1/2056 12:00:00 AM,
Palmdale                    ,800246897.0,Insured-Unsubsidized,The Fountains at Palmdale,50026300.0,12/1/2053 12:00:00 AM,
Prosper                     ,800246463.0,Insured-Unsubsidized,PROSPER ELMS,31358000.0,4/1/2063 12:00:00 AM,
Cleveland                   ,800244967.0,Insured-Unsubsidized,CHURCH & STATE,39939500.0,8/1/2060 12:00:00 AM,
Shelley                     ,800245365.0,Insured-Unsubsidized,Shelley Apartments,5288900.0,5/1/2061 12:00:00 AM,Large
New Bern                    ,800245369.0,Insured-Unsubsidized,THE RESERVE AT GLENBURNIE APARTMENTS,24000000.0,2/1/2053 12:00:00 AM,
Washington                  ,800244328.0,Insured-Unsubsidized,Indigo Apartments,6063750.0,7/1/2052 12:00:00 AM,Large
Lynchburg                   ,800244330.0,Insured-Unsubsidized,The Krise Building,5403700.0,4/1/2058 12:00:00 AM,High-Medium
Bristol                     ,800245264.0,Insured-Unsubsidized,Newsfound River Apartments,649482.0,1/1/2059 12:00:00 AM,Low
Puyallup                    ,800245727.0,Insured-Unsubsidized,AFFINITY AT PUYALLUP,33573900.0,6/1/2060 12:00:00 AM,
Bismarck                    ,800233706.0,Insured-Unsubsidized,Hawk Pointe Apartments,11135000.0,8/1/2046 12:00:00 AM,Large
Hattiesburg                 ,800227404.0,Insured-Unsubsidized,Hattiesburg Health & Rehab Center,10320000.0,7/1/2045 12:00:00 AM,Large
Fishers                     ,800227406.0,Insured-Unsubsidized,CUMBERLAND CROSSING APARTMENTS,15894000.0,1/1/2055 12:00:00 AM,
Eureka                      ,800226265.0,Insured-Unsubsidized,Timber Ridge Eureka,9922500.0,3/1/2057 12:00:00 AM,Large
Chicago                     ,800226269.0,Insured-Unsubsidized,GlenCrest Nursing and Rehabilitation Centre,19229277.0,2/1/2042 12:00:00 AM,
Chittenango                 ,800224269.0,Insured-Unsubsidized,"Stonehedge, Chittenango Nursing Home",6117800.0,5/1/2042 12:00:00 AM,High-Medium
Yorkville                   ,800234756.0,Insured-Unsubsidized,Heritage Woods of Yorkville,11162000.0,8/1/2056 12:00:00 AM,Large
Panama City                 ,800234758.0,Insured-Unsubsidized,TREESCAPE APARTMENTS,3929900.0,10/1/2046 12:00:00 AM,High-Medium
Washington                  ,800244566.0,Insured-Unsubsidized,Arba Transitional Care Center Capitol City,38357500.0,12/1/2052 12:00:00 AM,
Great Neck                  ,800244567.0,Insured-Unsubsidized,Bleier - Highfield Gardens CC Great Neck,31418500.0,11/1/2052 12:00:00 AM,
Des Plaines                 ,800243620.0,Insured-Unsubsidized,Asbury Court,28449200.0,10/1/2053 12:00:00 AM,
Port Arthur                 ,800242178.0,Insured-Unsubsidized,FARNHAM PARK APARTMENTS,12168000.0,2/1/2057 12:00:00 AM,Large
Garfield Heights            ,800240529.0,Insured-Unsubsidized,Jennings Center for Older Adults,11873000.0,2/1/2057 12:00:00 AM,
Bridgeview                  ,800241111.0,Insured-Unsubsidized,Infinity-Midway Neurological & Rehab Center,23571500.0,7/1/2049 12:00:00 AM,
Zanesville                  ,800245882.0,Insured-Unsubsidized,Trilogy - The Oaks at Bethesda,4800000.0,10/1/2053 12:00:00 AM,High-Medium
Capitol Heights             ,800245886.0,Insured-Unsubsidized,St. Paul Senior Living Apartments,17532800.0,6/1/2053 12:00:00 AM,
Bartlesville                ,800243559.0,Insured-Unsubsidized,Bison Trails,19868300.0,5/1/2059 12:00:00 AM,
Andover                     ,800244948.0,Insured-Unsubsidized,Leonard Louis - Arbor Oaks Andover,9885500.0,9/1/2052 12:00:00 AM,Large
Camden                      ,800244667.0,Insured-Unsubsidized,Camden Townhouses,13025000.0,1/1/2059 12:00:00 AM,
Corcoran                    ,800244669.0,Insured-Unsubsidized,Willow Lakes Apartment Homes,8100000.0,6/1/2052 12:00:00 AM,Large
Rome                        ,800244231.0,Insured-Unsubsidized,Regency - Riverwood Senior Living,6693500.0,10/1/2052 12:00:00 AM,Large
Westlake                    ,800244233.0,Insured-Unsubsidized,Murphy - Huntington Woods Care & Rehabilitation,5360000.0,9/1/2052 12:00:00 AM,Large
Oklahoma City               ,800244235.0,Insured-Unsubsidized,Grace Living Center Brookwood,9557900.0,4/1/2052 12:00:00 AM,Large
Baltimore                   ,800242204.0,Insured-Subsidized,Pleasantview Gardens Senior,5700000.0,11/1/2057 12:00:00 AM,Large
Gastonia                    ,800244487.0,Insured-Unsubsidized,Cameron and Weldon Courts,7100000.0,9/1/2059 12:00:00 AM,Large
Easley                      ,800242210.0,Insured-Unsubsidized,Ridge at Perry Bend Apartments,23328800.0,12/1/2058 12:00:00 AM,
Federalsburg                ,800242211.0,Insured-Unsubsidized,Federalsburg Square,1975000.0,1/1/2057 12:00:00 AM,Low-Medium
Madison                     ,800244969.0,Insured-Subsidized,Madison Towers,6986400.0,9/1/2054 12:00:00 AM,Large
Clearfield                  ,800246407.0,Insured-Subsidized,Lakeview Heights Apartments,9669000.0,4/1/2060 12:00:00 AM,Large
Hamden                      ,800246814.0,Insured-Unsubsidized,Hamden Rehabilitation & Health Care Ctr,9040000.0,11/1/2048 12:00:00 AM,Large
Galt                        ,800245641.0,Insured-Unsubsidized,Hudson Bay Apartments,4045000.0,2/1/2053 12:00:00 AM,High-Medium
Cathedral City              ,800245647.0,Insured-Unsubsidized,Creekside Apartments,15904300.0,3/1/2053 12:00:00 AM,
Lafayette Hill              ,800245653.0,Insured-Unsubsidized,Meadowview Rehab & Nursing Center,24500200.0,12/1/2053 12:00:00 AM,
Gardena                     ,800244773.0,Insured-Unsubsidized,Pacifica - Kei-Ai South Bay Healthcare Center,9120000.0,3/1/2057 12:00:00 AM,Large
Far Rockaway                ,800244774.0,Insured-Unsubsidized,Central Assisted Living,25710900.0,11/1/2052 12:00:00 AM,
Edcouch                     ,800244776.0,Insured-Unsubsidized,DELTA ESTATES,1850000.0,8/1/2052 12:00:00 AM,Low-Medium
Hazel Park                  ,800233710.0,Insured-Unsubsidized,AMERICAN HOUSE - HAZEL PARK,11502300.0,12/1/2060 12:00:00 AM,
Whitestown                  ,800227440.0,Insured-Unsubsidized,ANSON II APARTMENTS,20175000.0,9/1/2056 12:00:00 AM,
Gonzales                    ,800224270.0,Insured-Unsubsidized,Mansions at Ivy Lake,27829700.0,8/1/2060 12:00:00 AM,
Fort Wayne                  ,800234762.0,Insured-Unsubsidized,Lutheran Life Villages,6895100.0,11/1/2038 12:00:00 AM,Large
Edinburg                    ,800243227.0,Insured-Unsubsidized,Rgcy-TX-Reit - Windsor Arbor View,24880000.0,2/1/2059 12:00:00 AM,
Newbury                     ,800243759.0,Insured-Unsubsidized,Holly Hill Healthcare Residence,23704500.0,12/1/2056 12:00:00 AM,
Merrillville                ,800242247.0,Insured-Unsubsidized,MOUNT VERNON ARMS,2352000.0,2/1/2051 12:00:00 AM,High-Medium
Lake Mary                   ,800242292.0,Insured-Unsubsidized,Formation - Lake Mary Health & Rehab Center,0.0,,
Fort Myers                  ,800242268.0,Insured-Unsubsidized,Formation - Evans Health Care,0.0,,Large
Albemarle                   ,800242269.0,Insured-Unsubsidized,Formation - Forrest Oaks Healthcare Center,3664900.0,11/1/2051 12:00:00 AM,High-Medium
Baton Rouge                 ,800242179.0,Insured-Unsubsidized,Lakeside Villas Phase I,23032000.0,7/1/2056 12:00:00 AM,
Ogden                       ,800241113.0,Insured-Unsubsidized,AHC - Pine View Transitional Rehab,4666800.0,8/1/2050 12:00:00 AM,High-Medium
Brookline                   ,800245486.0,Insured-Unsubsidized,DANESH FAMILY RESIDENCES BROOKLINE,32310000.0,1/1/2058 12:00:00 AM,
Lee S Summit                ,800242231.0,Insured-Unsubsidized,VILLAGE COOPERATIVE OF LEE'S SUMMIT,8721000.0,5/1/2061 12:00:00 AM,Large
Huntley                     ,800243560.0,Insured-Unsubsidized,Huntley Horizon Senior Living Communit,2425000.0,11/1/2058 12:00:00 AM,High-Medium
East Lansing                ,800245890.0,Insured-Unsubsidized,Trilogy - The Willows at East Lansing,17280000.0,9/1/2053 12:00:00 AM,
Carlsbad                    ,800243870.0,Insured-Unsubsidized,Rancho Carrillo Apts,14500000.0,8/1/2057 12:00:00 AM,
Kerrville                   ,800244642.0,Insured-Unsubsidized,MUSTANG HEIGHTS APARTMENTS,1841000.0,5/1/2052 12:00:00 AM,Low-Medium
Dracut                      ,800244670.0,Insured-Unsubsidized,SKYLINE COMMONS,33477200.0,6/1/2056 12:00:00 AM,
Safford                     ,800245116.0,Insured-Unsubsidized,"Haven of Safford, LLC",11617000.0,5/1/2048 12:00:00 AM,
Royal Oak                   ,800245084.0,Insured-Unsubsidized,MIDTOWN POINTE APARTMENTS,35142000.0,4/1/2060 12:00:00 AM,
North Canton                ,800244236.0,Insured-Unsubsidized,The Inn at Whitewood Village,14111500.0,8/1/2052 12:00:00 AM,
St Robert                   ,800245145.0,Insured-Unsubsidized,LIBERTY PARK APARTMENTS,13831600.0,8/1/2052 12:00:00 AM,
Morehead City               ,800242207.0,Insured-Unsubsidized,Preserve at Carteret Place,23419000.0,5/1/2061 12:00:00 AM,
Baltimore                   ,800242185.0,Insured-Subsidized,Primrose Place,6220900.0,9/1/2061 12:00:00 AM,Large
Baltimore                   ,800242186.0,Insured-Subsidized,McCulloh Homes,29883000.0,12/1/2058 12:00:00 AM,
South Amboy                 ,800246382.0,Insured-Unsubsidized,The Venetian Care & Rehabilitaiton Center,23927999.0,2/1/2054 12:00:00 AM,
Granbury                    ,800246383.0,Insured-Unsubsidized,Summit Creative - Granbury Care Center,9406000.0,6/1/2044 12:00:00 AM,Large
Philadelphia                ,800246816.0,Insured-Unsubsidized,Manayunk Gardens Apts.,10466900.0,10/1/2055 12:00:00 AM,
Saint Paul                  ,800246817.0,Insured-Unsubsidized,THE LEGENDS AT BERRY SENIOR,33966000.0,8/1/2060 12:00:00 AM,
Fort Gratiot                ,800245654.0,Insured-Unsubsidized,Lakeshore Woods,7725200.0,1/1/2061 12:00:00 AM,Large
Bradenton                   ,800244300.0,Insured-Unsubsidized,The Greene Apartments at Lakewood Ranch,48542400.0,7/1/2060 12:00:00 AM,
Redlands                    ,800244771.0,Insured-Unsubsidized,Bak - California - Terracina Post Acute,18541600.0,6/1/2053 12:00:00 AM,
Phoenix                     ,800231784.0,Insured-Unsubsidized,Life Care Center 21 - Paradise Valley,8121700.0,7/1/2041 12:00:00 AM,Large
Virginia Beach              ,800233676.0,Insured-Unsubsidized,Southbeach Apartments,31680000.0,9/1/2055 12:00:00 AM,
Beaumont                    ,800233682.0,Insured-Unsubsidized,GRACELAKE TOWNE HOMES,2600000.0,2/1/2052 12:00:00 AM,High-Medium
San Elizario                ,800227444.0,Insured-Unsubsidized,La Hacienda at Villa Victoria (223a7 Only),4745700.0,10/1/2061 12:00:00 AM,High-Medium
Columbus                    ,800234351.0,Insured-Unsubsidized,CHANTRY VILLAGE APARTMENTS,18560000.0,8/1/2056 12:00:00 AM,Large
Richardson                  ,800234361.0,Insured-Unsubsidized,PARKSIDE TOWNS,16986786.0,5/1/2054 12:00:00 AM,
Athens                      ,800244868.0,Insured-Unsubsidized,The Bluffs at Epps Bridge,18160000.0,8/1/2047 12:00:00 AM,
Salisbury                   ,800244871.0,Insured-Unsubsidized,Coventry Square Apartments,33211700.0,9/1/2060 12:00:00 AM,
Chapel Hill                 ,800244872.0,Insured-Unsubsidized,Links Apartments Linden,34176200.0,5/1/2061 12:00:00 AM,
Woodlawn                    ,800245805.0,Insured-Unsubsidized,Hamlet West Apartments,23360000.0,1/1/2053 12:00:00 AM,
Merritt Island              ,800242291.0,Insured-Unsubsidized,Formation - Island Health & Rehab Cente,0.0,,Large
Triangle                    ,800242299.0,Insured-Unsubsidized,Shenandoah Station in the Park,16320000.0,6/1/2051 12:00:00 AM,
Scottsdale                  ,800242807.0,Insured-Unsubsidized,AHC - Advanced Health Care of Scottsdale,11293600.0,1/1/2052 12:00:00 AM,
Oak Creek                   ,800242795.0,Insured-Unsubsidized,SOUTHFIELD I & II,11800000.0,5/1/2051 12:00:00 AM,
Bossier City                ,800242823.0,Insured-Unsubsidized,Alexis Park Apts,13120000.0,9/1/2051 12:00:00 AM,Large
Michigan City               ,800243292.0,Insured-Unsubsidized,WOODLAND CROSSING PHASE II,3320000.0,8/1/2052 12:00:00 AM,High-Medium
Sterling                    ,800243556.0,Insured-Unsubsidized,Van Metre at Stone Springs Apartments,19053100.0,10/1/2059 12:00:00 AM,
Claremore                   ,800243557.0,Insured-Unsubsidized,WESTWOOD VILLAS,3760000.0,1/1/2052 12:00:00 AM,High-Medium
Port Orange                 ,800242233.0,Insured-Unsubsidized,Hawthorne Village,36812000.0,8/1/2051 12:00:00 AM,
Boonville                   ,800245893.0,Insured-Unsubsidized,Trilogy - Woodmont Health Campus,8240000.0,10/1/2053 12:00:00 AM,Large
Flagstaff                   ,800245117.0,Insured-Unsubsidized,"Haven of Flagstaff, LLC",14730700.0,5/1/2053 12:00:00 AM,
Douglas                     ,800245118.0,Insured-Unsubsidized,"Haven of Douglas, LLC",5117000.0,5/1/2048 12:00:00 AM,High-Medium
Denver                      ,800245087.0,Insured-Unsubsidized,Clay Street Residences,2350000.0,12/1/2052 12:00:00 AM,High-Medium
Portland                    ,800244532.0,Insured-Unsubsidized,Ash Street Courtyard Apartments,3290400.0,2/1/2057 12:00:00 AM,High-Medium
Longview                    ,800246384.0,Insured-Unsubsidized,Summit Creative - Pine Tree,3943000.0,6/1/2044 12:00:00 AM,High-Medium
